# KEYSIGHT TECHNOLOGIES,DSOX1204G,CN63257664,02.12.2021071625
# AVER,25
# 2024-09-17 15:19:56.651022
# time,1,2
-1.187499999999999971e-03,5.643341580799999946e+01,8.251400743039999597e+00
-1.187239583438000042e-03,5.643341580799999946e+01,8.250898230399998923e+00
-1.186979166875999896e-03,5.643341580799999946e+01,8.250898230399998923e+00
-1.186718750313999968e-03,5.643341580799999946e+01,8.250898230399998923e+00
-1.186458333752000039e-03,5.645854144000000474e+01,8.250898230399998923e+00
-1.186197917189999894e-03,5.643341580799999946e+01,8.250646974079998586e+00
-1.185937500627999965e-03,5.643341580799999946e+01,8.250898230399998923e+00
-1.185677084066000036e-03,5.643341580799999946e+01,8.250395717760000025e+00
-1.185416667503999891e-03,5.643341580799999946e+01,8.250395717760000025e+00
-1.185156250941999962e-03,5.643341580799999946e+01,8.250646974079998586e+00
-1.184895834380000033e-03,5.643341580799999946e+01,8.250646974079998586e+00
-1.184635417817999888e-03,5.643341580799999946e+01,8.250646974079998586e+00
-1.184375001255999959e-03,5.643341580799999946e+01,8.250646974079998586e+00
-1.184114584694000031e-03,5.645854144000000474e+01,8.250646974079998586e+00
-1.183854168131999885e-03,5.645854144000000474e+01,8.250646974079998586e+00
-1.183593751569999956e-03,5.645854144000000474e+01,8.250898230399998923e+00
-1.183333335008000028e-03,5.645854144000000474e+01,8.250898230399998923e+00
-1.183072918445999882e-03,5.645854144000000474e+01,8.251149486719999260e+00
-1.182812501883999954e-03,5.645854144000000474e+01,8.251149486719999260e+00
-1.182552085322000025e-03,5.645854144000000474e+01,8.251400743039999597e+00
-1.182291668759999879e-03,5.645854144000000474e+01,8.251651999359999934e+00
-1.182031252197999951e-03,5.645854144000000474e+01,8.252154511999998832e+00
-1.181770835636000022e-03,5.645854144000000474e+01,8.252154511999998832e+00
-1.181510419073999877e-03,5.648366707200000292e+01,8.252657024639999506e+00
-1.181250002511999948e-03,5.648366707200000292e+01,8.252908280959999843e+00
-1.180989585950000019e-03,5.648366707200000292e+01,8.252908280959999843e+00
-1.180729169387999874e-03,5.648366707200000292e+01,8.253159537279998403e+00
-1.180468752825999945e-03,5.648366707200000292e+01,8.253410793599998740e+00
